v_mezzeria,w_angolare
-0.0017107775649999998,-0.020599795425531912
-0.02685208887,-0.021468389574468078
-0.031647693185,-0.09810150670212768
-0.034536367185,-0.1595626556382979
-0.031345001685,-0.023839404787234016
-0.034141295665,-0.030584687978723452
-0.034820983665,-0.04504613478723411
-0.037922590095,-0.06582318946808517
-0.03430404926,0.03158329234042556
-0.03702280126,0.08942907957446813
-0.03240754411499999,-0.016303642872340433
-0.03240754411499999,0.006303642872340432
-0.03478514164,0.07196234808510647
-0.031522092089999995,-0.027607285744680826
-0.032230453709999995,-0.057750333404255304
-0.033801451664999996,-0.02335396457446816
-0.03256181883,-0.04972913127659579
-0.03454353559,-0.15217941297872345
-0.03515124876,-0.18263368595744683
-0.03537933536,-0.26454946042553196
-0.0337867305,-0.32735756382978726
-0.03481369066,-0.29104590085106385
-0.03434862762,-0.25032579531914895
-0.03457671422,-0.33224156978723407
-0.034688471619999994,-0.25755651872340424
-0.0334654904,-0.2546545021276596
-0.03416752988,-0.2541789387234043
-0.03520941336,-0.2609340987234043
-0.03366893962,-0.2358643485106383
-0.03526529206,-0.2235915731914894
-0.034438033539999996,-0.19057775446808517
-0.03406466232,-0.20575254638297877
-0.03477787754,-0.19780847787234046
-0.03566101476,-0.19347977106382977
-0.0351624245,-0.17516518085106386
-0.03367958878,-0.14886908978723412
-0.0325577158,-0.15827728085106382
-0.0355022685,-0.18239590425531915
-0.0343128145,-0.15708837234042555
-0.034196523185,-0.15233193223404262
-0.03486904278,-0.17417662170212775
-0.03469912078,-0.1705612600000001
-0.036249923994999995,-0.18094978734042555
-0.034395118805,-0.12641432329787236
-0.033050079615,-0.08272494436170219
-0.035117817235,-0.09657631414893621
-0.036824205639999996,-0.1253466885106384
-0.03546482964,-0.09642379489361708
-0.033729767614999996,-0.09718639117021277
-0.034579377615,-0.1152631996808511
-0.033914026425,-0.0860352675531915
-0.03495506364,-0.08557770978723413
-0.03307158483,-0.06057521638297873
-0.03426103883,-0.08588274829787235
-0.033292996139999996,-0.027607285744680864
-0.033647176949999996,-0.012535761914893622
-0.03720706007,-0.08827795595744688
-0.03680986883,-0.14011317382978727
-0.03601760607,-0.06297042404255326
-0.03722139688,-0.07351147063829797
-0.033292996139999996,-0.027607285744680864
-0.03382426735499999,-0.03137516670212767
-0.034990905665,-0.04866149648936176
-0.034001357759999996,-0.020071523829787243
-0.034141295665,0.02058468797872345
-0.038062528,-0.05561506382978729
-0.03311590573499999,-0.0012321190425531895
-0.03311590573499999,-0.03137516670212767
-0.03240754411499999,0.021375166702127673
-0.033647176949999996,0.002535761914893621
-0.037042996,-0.04115361702127662
-0.035543682095,-0.015208125638297886
-0.035692098879999995,0.03097321531914898
-0.035330749664999994,-0.055892219893617055
-0.034509813284999996,-0.0017175592553190845
-0.034516981690000004,-0.009100801914893542
-0.037042995999999995,-0.02669217021276596
-0.03435553857,0.010071523829787241
-0.033942700044999996,0.046502296914893715
-0.032230453709999995,-0.020071523829787243
-0.035019579285,0.009128525851063857
-0.032761724925,-0.0012321190425531895
-0.032584634519999996,-0.020071523829787243
-0.031876272899999995,0.032678809574468067
-0.033292996139999996,0.002535761914893621
-0.031876272899999995,0.017607285744680824
-0.036477193235,0.11549920776595744
-0.03526623402,0.11234140382978729
-0.035428987615,0.12334000819148938
-0.0372766244,0.18525871489361703
-0.033701093995,0.11671936180851067
-0.035414650804999996,0.1381064935106383
-0.03543521406,0.21720693489361703
-0.032277673,0.2771579361702128
-0.0331150405,0.3678024574468085
-0.034806262500000004,0.3390497340425532
-0.03498872796,0.32330153276595747
-0.03395290492,0.27043759744680856
-0.03485839362,0.25117188042553196
-0.03477787754,0.18780847787234045
-0.03389474032,0.19213718468085111
-0.03477787754,0.18780847787234045
-0.0347667018,0.1952769829787234
-0.0361819565,0.1868573510638298
-0.035895743184999995,0.17848554925531915
-0.034876211185,0.15679337904255328
-0.03469912078,0.1605612600000001
-0.034359276779999996,0.15333053659574472
-0.0360120345,0.18324198936170216
-0.03356607206,0.17743795617021277
-0.03404231084,0.21068955659574468
-0.03469964736,0.24008801361702128
-0.03399760788,0.24056357702127665
-0.03387238884,0.207074194893617
-0.034438033539999996,0.18057775446808516
-0.03481140476,0.16540296255319153
-0.03546874128,0.19480141957446814
-0.03512889728,0.18757069617021277
-0.034706289184999996,0.15317801734042555
-0.03396179476,0.14732615404255323
-0.03403376959,0.1313333278723405
-0.034565040805,0.12002968500000008
-0.03120951554,0.11188588212765964
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
0.0,-0.005
