x,y,angolo,ascissa curvilinea,# cicli 100hz
0.5,-0.3,0.3,0.0,13.0
0.5,-0.3,0.3,0.0,14.0
0.4994722153878336,-0.3001598763698734,0.28826656914893617,0.0005514680865503842,24.0
0.4956784994336313,-0.3011766197840651,0.23544055851063828,0.004479068869658482,34.0
0.49169675060005,-0.3020216633662879,0.18281210106382975,0.008549501577563337,44.0
0.48735308479169037,-0.30271363451472877,0.13314452910638294,0.012947939564506806,54.0
0.48317472502538616,-0.30317672739509166,0.08761702097872334,0.01715188358798197,64.0
0.4785646147022791,-0.30349172773871946,0.04882721671276588,0.021772743075967264,74.0
0.4741924676144143,-0.3036385139091432,0.01829360738297864,0.026147353497222223,84.0
0.469355987428162,-0.3036494319679046,-0.013778737148936272,0.03098384600688441,94.0
0.4646981095703592,-0.3035497182787173,-0.02902979672340436,0.035642791054641576,104.0
0.45978708670133983,-0.3033829554229825,-0.03885781374468096,0.04055664447838997,114.0
0.45471506024248903,-0.30313537983195704,-0.05868869885106395,0.045634709668258465,124.0
0.45017400341811853,-0.302809201570232,-0.08472242636170227,0.05018746590383531,134.0
0.44541681740070266,-0.30237126421358046,-0.09887623061702143,0.05496476722703526,144.0
0.4409537434726707,-0.3018796072197039,-0.12056110361702144,0.059454840220507246,154.0
0.4361433156606224,-0.30127980383995484,-0.12753477170212782,0.06430251799747282,164.0
0.4316626495680307,-0.3006854748027538,-0.1362116397872342,0.0688224290184733,174.0
0.42721216201359663,-0.3000154544303759,-0.1626437307234044,0.0733230697252587,184.0
0.42267707572445573,-0.299216439845461,-0.1861468881702129,0.07792800533358817,194.0
0.41810497174694755,-0.2982824625374458,-0.21686310762765973,0.08259452956400136,204.0
0.41368989628720415,-0.2972270786551188,-0.2524128463404257,0.08713399279816285,214.0
0.4091939899896078,-0.2959882728506807,-0.2853250683829789,0.09179744787545006,224.0
0.4048423509946988,-0.29465005485701473,-0.3113587958936172,0.09635020411102696,234.0
0.40048292429469684,-0.29315938451389395,-0.3475973848085108,0.10095744832254318,244.0
0.39617081415205385,-0.29153785405428057,-0.37176874717021297,0.10556436213916039,254.0
0.3921894801646545,-0.2899259965707133,-0.39759828922340446,0.10985960425882642,264.0
0.3880885183239001,-0.28814670467445047,-0.42112395204255343,0.11432992501593434,274.0
0.38389728602576834,-0.28620171770047353,-0.4478465297553194,0.1189504663809524,284.0
0.37972868800287496,-0.28413017243107536,-0.47454753213829814,0.12360541098638397,294.0
0.37545592830054475,-0.2818861900291185,-0.4926339704361705,0.12843158260518794,304.0
0.37161910911131063,-0.2798006942518322,-0.5031185193723408,0.1327985580033273,314.0
0.3679582242556386,-0.277739604273687,-0.5224247796595748,0.1369997685222729,324.0
0.36403667373953025,-0.2754226664765155,-0.544862298808511,0.14155462957463794,334.0
0.3598598910525837,-0.2728404411555472,-0.5625745541276599,0.14646516938429494,344.0
0.3560507614849726,-0.2703736725760844,-0.5867890671489365,0.1510032764001633,354.0
0.35210884957424904,-0.26767733534727,-0.6130485554468089,0.15577914322864533,364.0
0.3487179140503524,-0.26523415696588876,-0.6356596072765962,0.1599585647592489,374.0
0.34518940214216287,-0.26259376769067083,-0.6491662200425536,0.1643656104602737,384.0
0.34136667632545925,-0.25967637211805983,-0.6545892625957451,0.16917439716762334,394.0
0.33809133939720654,-0.2571343024563306,-0.6654353477021281,0.1733204736452899,404.0
0.33440591908830175,-0.25415603271699255,-0.693912413914894,0.1780588714223391,414.0
0.3309334067032022,-0.25120701615376445,-0.7141996862553195,0.18261464149499018,424.0
0.3270392224145546,-0.2477879547025067,-0.7268441117872344,0.18779678897276683,434.0
0.3231401223920608,-0.2442522248856674,-0.746281843702128,0.19306028271011444,444.0
0.31955139480562705,-0.24087559498631908,-0.7636325628510642,0.19798781710033472,454.0
0.3164289277599229,-0.23784698800125076,-0.7766478649787237,0.20233778959697343,464.0
0.31315669788778916,-0.23460702091496133,-0.7842401245531918,0.20694266473711817,474.0
0.30973830665642393,-0.23117020854408035,-0.7919305415744684,0.21179004319184142,484.0
0.3065873155448824,-0.22795344569623738,-0.7995228011489365,0.2162929653768538,494.0
0.30341774409426026,-0.2246835993684086,-0.8024150905106386,0.2208468733895627,504.0
0.3003153457654679,-0.22144343867861657,-0.8118150309361706,0.22533279767405157,514.0
0.29735341210335897,-0.21828089495697367,-0.8244687968936174,0.22966577976610283,524.0
0.29435706202560813,-0.21501123751824844,-0.8335072011489365,0.2341007288701004,534.0
0.2913796662239647,-0.21172429194555756,-0.8360379543404258,0.23853569188657256,544.0
0.2882595883120105,-0.20826854726585284,-0.8367610266808514,0.2431915545851465,554.0
0.2852821352895579,-0.2049587624586635,-0.8396533160425536,0.2476435094333916,564.0
0.2817952422080703,-0.20103299085007267,-0.849418099021277,0.25289423377242753,574.0
0.2789023495237737,-0.19773897873039406,-0.850864243702128,0.2572782209904115,584.0
0.27587183130847326,-0.19427185924111698,-0.8541180692340429,0.2618831051590082,594.0
0.27255689574715586,-0.19042066462764626,-0.8660647160425535,0.2669644925410637,604.0
0.2696776960375375,-0.18702506291322957,-0.8689570054042557,0.27141644738930915,614.0
0.26671549905097236,-0.1834993999717675,-0.8751031202978727,0.2760213263414657,624.0
0.2637535464470233,-0.17992134814966765,-0.8835482266808514,0.2806662825382099,634.0
0.2608733685646867,-0.1764158962754176,-0.8824636181702131,0.28520319971583,644.0
0.2580594574448068,-0.17300996759332904,-0.8781251841276599,0.28962116825103457,654.0
0.25503793173955114,-0.16935678091790585,-0.8813790096595748,0.2943619899596638,664.0
