v_mezzeria,w_angolare
-0.0017107775649999998,0.1844002045744681
-0.02685208887,0.1643907627078502
-0.031647693185,0.07044865811926627
-0.034536367185,-0.006664934812144224
-0.031345001685,0.11490387727829161
-0.034141295665,0.09535879511040626
-0.034820983665,0.06932254434062035
-0.037922590095,0.038078443498418
-0.03430404926,0.1260196198287193
-0.03702280126,0.17530597143835114
-0.03240754411499999,0.06183298763631257
-0.03240754411499999,0.07744078784524103
-0.03478514164,0.13676988795596443
-0.031522092089999995,0.03147641906099076
-0.032230453709999995,-0.003842668387050781
-0.033801451664999996,0.025873029601127858
-0.03256181883,-0.004734847903629179
-0.03454353559,-0.11101275204385566
-0.03515124876,-0.1449283277696357
-0.03537933536,-0.22997414364084648
-0.0337867305,-0.2956127302189911
-0.03481369066,-0.2618606611771626
-0.03434862762,-0.22345518559331662
-0.03457671422,-0.30746407011267674
-0.034688471619999994,-0.23467180959638292
-0.0334654904,-0.23348143547001504
-0.03416752988,-0.23455370309586918
-0.03520941336,-0.2427085601357785
-0.03366893962,-0.21890455002346285
-0.03526529206,-0.20777637811219987
-0.034438033539999996,-0.17579761939904415
-0.03406466232,-0.1919084116940121
-0.03477787754,-0.1848107643597547
-0.03566101476,-0.18124747263341426
-0.0351624245,-0.1636250440351754
-0.03367958878,-0.13795487178557428
-0.0325577158,-0.1479290785800987
-0.0355022685,-0.17255954761051354
-0.0343128145,-0.14771487552585305
-0.034196523185,-0.14337699760207762
-0.03486904278,-0.16560019107778187
-0.03469912078,-0.16232710894542152
-0.036249923994999995,-0.1730251582500053
-0.034395118805,-0.1187695936077043
-0.033050079615,-0.07533332651280382
-0.035117817235,-0.08941358426526111
-0.036824205639999996,-0.11839094104375282
-0.03546482964,-0.08965522074892099
-0.033729767614999996,-0.09058707706742197
-0.034579377615,-0.1088169467165316
-0.033914026425,-0.07972742712762843
-0.03495506364,-0.07939503523379471
-0.03307158483,-0.05450572879717412
-0.03426103883,-0.07991561520714692
-0.033292996139999996,-0.02173271139001697
-0.033647176949999996,-0.006744888032931782
-0.03720706007,-0.08256277205817765
-0.03680986883,-0.1344664360610483
-0.03601760607,-0.057385581819537824
-0.03722139688,-0.06798260029493057
-0.033292996139999996,-0.022129030534837432
-0.03382426735499999,-0.02594268254299325
-0.034990905665,-0.043270402897378844
-0.034001357759999996,-0.014717859552241856
-0.034141295665,0.025904505085870437
-0.038062528,-0.050325854575367354
-0.03311590573499999,0.004029411660379765
-0.03311590573499999,-0.02613866559598641
-0.03240754411499999,0.026589033649980373
-0.033647176949999996,0.00772916088934285
-0.037042996,-0.03597872714842084
-0.035543682095,-0.010049973467560586
-0.035692098879999995,0.03611623165680476
-0.035330749664999994,-0.05076289082566233
-0.034509813284999996,0.0033993924726596924
-0.034516981690000004,-0.003995042962992574
-0.037042995999999995,-0.02159653284083058
-0.03435553857,0.01515800829986095
-0.033942700044999996,0.051580504454609294
-0.032230453709999995,-0.015000801083112013
-0.035019579285,0.014192480131117652
-0.032761724925,0.003825714541823587
-0.032584634519999996,-0.015019225164568084
-0.031876272899999995,0.03772610303575323
-0.033292996139999996,0.007578529191476282
-0.031876272899999995,0.022645960011621644
-0.036477193235,0.12053418074162774
-0.03526623402,0.11737302974344987
-0.035428987615,0.12836860737116523
-0.0372766244,0.19028457701057774
-0.033701093995,0.12174274881125938
-0.035414650804999996,0.1431276422780961
-0.03543521406,0.22222605963438818
-0.032277673,0.2821752305922302
-0.0331150405,0.37281809671933497
-0.034806262500000004,0.3440638765704104
-0.03498872796,0.3283143217939544
-0.03395290492,0.27544916251061874
-0.03485839362,0.256182338663716
-0.03477787754,0.1928179352128021
-0.03389474032,0.1971457369137448
-0.03477787754,0.19281621162029683
-0.0347667018,0.20028397657422017
-0.0361819565,0.19186367534259458
-0.035895743184999995,0.1834912682738001
-0.034876211185,0.16179855072672503
-0.03469912078,0.16556593673207598
-0.034359276779999996,0.1583347657447382
-0.0360120345,0.18824581376321134
-0.03356607206,0.18244141456028745
-0.03404231084,0.21569268400323052
-0.03469964736,0.24509084171835493
-0.03399760788,0.24556613446132552
-0.03387238884,0.21207650757581326
-0.034438033539999996,0.18557984581679274
-0.03481140476,0.17040485375096343
-0.03546874128,0.19980312977659725
-0.03512889728,0.19257224269874929
-0.034706289184999996,0.15817941585962603
-0.03396179476,0.15232741871753847
-0.03403376959,0.13633447151256922
-0.034565040805,0.12503071918901149
-0.03120951554,0.11688681734039916
0.0,8.457089163579671e-07
0.0,7.647709884504996e-07
0.0,6.915791633063399e-07
0.0,6.253921060584979e-07
0.0,5.65539430728968e-07
0.0,5.114149101193301e-07
0.0,4.6247033554360016e-07
0.0,4.1820996421067405e-07
0.0,3.781854980158058e-07
0.0,3.4199154288302495e-07
0.0,3.0926150266772994e-07
0.0,2.7966386603020774e-07
0.0,2.5289884867109594e-07
0.0,2.2869535691914353e-07
0.0,2.0680824191649254e-07
0.0,1.870158165900672e-07
0.0,1.691176102593253e-07
0.0,1.5293233813756534e-07
0.0,1.382960651605646e-07
0.0,1.250605455445998e-07
0.0,1.1309172125580288e-07
0.0,1.0226836418236372e-07
0.0,9.248084825660851e-08
0.0,8.363003909019962e-08
0.0,7.562628987595321e-08
0.0,6.838853338610883e-08
0.0,6.184346087021332e-08
0.0,5.592477953595751e-08
0.0,5.057254109224407e-08
0.0,4.5732534553529844e-08
0.0,4.135573715536618e-08
0.0,3.73978178196495e-08
0.0,3.381868814035192e-08
0.0,3.0582096341820695e-08
0.0,2.7655260096989384e-08
0.0,2.5008534486442614e-08
0.0,2.2615111735205662e-08
0.0,2.0450749685995985e-08
0.0,1.849352625873563e-08
0.0,1.6723617409328568e-08
0.0,1.512309633872495e-08
0.0,1.3675751918528101e-08
0.0,1.2366924494041421e-08
0.0,1.1183357401658826e-08
0.0,1.0113062696671041e-08
