v_mezzeria,w_angolare
0.0012892224350000002,-0.015599795425531911
-0.02385208887,-0.016468389574468077
-0.028647693185,-0.09310150670212768
-0.031536367185,-0.1545626556382979
-0.028345001685,-0.018839404787234015
-0.031141295665000002,-0.02558468797872345
-0.031820983665,-0.040046134787234115
-0.034922590095,-0.060823189468085175
-0.031304049259999994,0.03658329234042556
-0.03402280126,0.09442907957446814
-0.029407544114999993,-0.011303642872340432
-0.029407544114999993,0.011303642872340432
-0.03178514164,0.07696234808510648
-0.028522092089999996,-0.022607285744680825
-0.029230453709999996,-0.052750333404255306
-0.030801451664999997,-0.018353964574468157
-0.02956181883,-0.04472913127659579
-0.03154353559,-0.14717941297872345
-0.03215124876,-0.17763368595744683
-0.03237933536,-0.25954946042553195
-0.0307867305,-0.32235756382978725
-0.03181369066,-0.28604590085106385
-0.03134862762,-0.24532579531914897
-0.031576714219999996,-0.32724156978723407
-0.03168847161999999,-0.25255651872340423
-0.0304654904,-0.2496545021276596
-0.03116752988,-0.2491789387234043
-0.032209413359999994,-0.2559340987234043
-0.03066893962,-0.2308643485106383
-0.03226529206,-0.2185915731914894
-0.03143803353999999,-0.18557775446808517
-0.031064662320000002,-0.20075254638297876
-0.03177787754,-0.19280847787234046
-0.032661014759999996,-0.18847977106382977
-0.032162424499999995,-0.17016518085106386
-0.03067958878,-0.14386908978723412
-0.0295577158,-0.15327728085106382
-0.0325022685,-0.17739590425531915
-0.031312814499999994,-0.15208837234042555
-0.031196523185000002,-0.14733193223404262
-0.031869042779999995,-0.16917662170212774
-0.03169912078,-0.1655612600000001
-0.03324992399499999,-0.17594978734042555
-0.031395118805,-0.12141432329787236
-0.030050079615,-0.07772494436170219
-0.032117817235,-0.0915763141489362
-0.033824205639999994,-0.1203466885106384
-0.03246482964,-0.09142379489361707
-0.030729767614999997,-0.09218639117021277
-0.031579377614999994,-0.11026319968085109
-0.030914026425,-0.0810352675531915
-0.031955063639999996,-0.08057770978723412
-0.03007158483,-0.055575216382978736
-0.03126103883,-0.08088274829787234
-0.030292996139999997,-0.022607285744680863
-0.030647176949999997,-0.007535761914893621
-0.034207060069999996,-0.08327795595744687
-0.03380986883,-0.13511317382978727
-0.03301760607,-0.057970424042553266
-0.03422139688,-0.06851147063829796
-0.030292996139999997,-0.022607285744680863
-0.030824267354999994,-0.026375166702127674
-0.031990905665,-0.04366149648936176
-0.031001357759999997,-0.015071523829787242
-0.031141295665000002,0.02558468797872345
-0.035062527999999996,-0.05061506382978729
-0.030115905734999993,0.0037678809574468106
-0.030115905734999993,-0.026375166702127674
-0.029407544114999993,0.026375166702127674
-0.030647176949999997,0.007535761914893621
-0.034042996,-0.036153617021276625
-0.032543682095,-0.010208125638297885
-0.03269209887999999,0.03597321531914898
-0.03233074966499999,-0.05089221989361706
-0.03150981328499999,0.0032824407446809156
-0.03151698169,-0.004100801914893542
-0.03404299599999999,-0.021692170212765958
-0.031355538569999994,0.015071523829787242
-0.030942700044999997,0.05150229691489371
-0.029230453709999996,-0.015071523829787242
-0.032019579284999995,0.014128525851063858
-0.029761724925,0.0037678809574468106
-0.029584634519999996,-0.015071523829787242
-0.028876272899999996,0.037678809574468064
-0.030292996139999997,0.007535761914893621
-0.028876272899999996,0.022607285744680825
-0.033477193234999994,0.12049920776595745
-0.03226623402,0.11734140382978729
-0.032428987614999995,0.12834000819148939
-0.0342766244,0.19025871489361704
-0.030701093995,0.12171936180851067
-0.03241465080499999,0.1431064935106383
-0.032435214059999995,0.22220693489361704
-0.029277673,0.2821579361702128
-0.0301150405,0.3728024574468085
-0.0318062625,0.3440497340425532
-0.03198872796,0.32830153276595747
-0.03095290492,0.27543759744680857
-0.031858393619999995,0.25617188042553196
-0.03177787754,0.19280847787234046
-0.03089474032,0.19713718468085112
-0.03177787754,0.19280847787234046
-0.0317667018,0.2002769829787234
-0.0331819565,0.1918573510638298
-0.03289574318499999,0.18348554925531915
-0.031876211184999996,0.16179337904255328
-0.03169912078,0.1655612600000001
-0.031359276779999994,0.15833053659574473
-0.033012034499999995,0.18824198936170217
-0.03056607206,0.18243795617021277
-0.03104231084,0.21568955659574468
-0.03169964736,0.2450880136170213
-0.030997607880000003,0.24556357702127665
-0.030872388840000004,0.212074194893617
-0.03143803353999999,0.18557775446808517
-0.031811404759999995,0.17040296255319154
-0.03246874128,0.19980141957446815
-0.03212889728,0.19257069617021277
-0.03170628918499999,0.15817801734042555
-0.030961794759999998,0.15232615404255323
-0.03103376959,0.1363333278723405
-0.031565040805,0.12502968500000008
-0.02820951554,0.11688588212765964
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
0.003,0.0
