x,y,angolo
0.05497051995697916,-0.006213198521301939,-0.28730242991489374
0.051667854988057364,-0.0052656983951261255,-0.27146937625531925
0.048189651408495,-0.004332755096997406,-0.25264517731914904
0.044932127903966966,-0.0035234096477852733,-0.23440138170212776
0.04161272055404048,-0.002768509093014005,-0.21283242604255329
0.038212408240498506,-0.002077185192725343,-0.18832362468085115
0.034865278322790426,-0.0014817744782987781,-0.16376726697872349
0.03151775530757056,-0.0009650086620235489,-0.1425598474893618
0.028104543221422133,-0.0005073795184644381,-0.12400207204255327
0.0246466311718722,-0.00010626851283179777,-0.10696177578723412
0.02111647923545728,0.00023713340871624558,-0.0869816338297873
0.017614148076006336,0.0005085912165675624,-0.06772456421276601
0.014149762228582653,0.0007160632521625981,-0.05190676247872346
0.0107569460583388,0.0008664309588325661,-0.03667414707446814
0.00735511233504269,0.0009680313365006446,-0.023040814287234083
0.0038991179163091034,0.001026060619968568,-0.010537845787234074
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
0.0007782185048268889,0.0010407088302111524,0.0011507424255318907
