x,y,angolo
0.36852,-0.16785,0.0
0.36834892231288735,-0.1678498665611269,-0.0015599795425531911
0.36566372135610686,-0.16784346664367608,-0.003206818499999999
0.3624990612728913,-0.16781858590945467,-0.012516969170212767
0.35904616666153544,-0.16774867215404277,-0.02797323473404256
0.3559129772257694,-0.1676580500818375,-0.02985717521276596
0.3525005034146327,-0.1675517635498306,-0.0324156440106383
0.3490204696086613,-0.16743194060004893,-0.036420257489361715
0.3452311687163828,-0.16728233175234142,-0.04250257643617023
0.3418036028153405,-0.16714284402501506,-0.038844247202127674
0.3381034916302015,-0.16701653686979087,-0.029401339244680857
0.33486419236869464,-0.16691943727254752,-0.0305317035319149
0.3316248931071878,-0.16682233767530416,-0.029401339244680857
0.3281475231412945,-0.16673346032363873,-0.02170510443617021
0.32499613644103154,-0.16666148441995576,-0.023965833010638295
0.32177423527447985,-0.16657575082998455,-0.029240866351063825
0.3183956276526564,-0.16647382597041263,-0.03107626280851064
0.31514125506869883,-0.1663653738490348,-0.03554917593617022
0.31169011209195646,-0.16621720075486474,-0.05026711723404256
0.3081811805312087,-0.16600940927676403,-0.06803048582978724
0.3046549481005201,-0.1657231298949368,-0.09398543187234043
0.30129687915656483,-0.16535189404323772,-0.12622118825531917
0.2978499441175811,-0.16486430504295058,-0.15482577834042555
0.2944630051023481,-0.16429304802354094,-0.17935835787234045
0.29107149950303246,-0.16362065336870804,-0.21208251485106386
0.28768995357246097,-0.16284773152945267,-0.2373381667234043
0.28444737660763864,-0.1620203843073339,-0.26230361693617027
0.28115887231336356,-0.16109338028575082,-0.2872215108085107
0.2777952993356599,-0.16005283810231627,-0.31281492068085115
0.27460404130340405,-0.158979831279761,-0.33590135553191497
0.27128756650860386,-0.1577811203120105,-0.3577605128510639
0.2680731877406139,-0.15654531680256423,-0.37631828829787245
0.2649178707261027,-0.15526172924567827,-0.39639354293617035
0.26172289572129603,-0.1538881326197295,-0.4156743907234044
0.25847423190841834,-0.15241745702738355,-0.43452236782978737
0.2552974976235199,-0.15091013426536834,-0.4515388859148938
0.2522777627245609,-0.1494187749887687,-0.4659257948936172
0.24938036001559397,-0.14793388489377457,-0.4812535229787236
0.24624812534860555,-0.14626269186323565,-0.4989931134042555
0.24324784018650358,-0.14459783319342354,-0.5142019506382981
0.24028289599130498,-0.14289403849683036,-0.5289351438617024
0.2372875218697975,-0.1411091168371333,-0.5458528060319151
0.23433688772083802,-0.13928325459563085,-0.5624089320319151
0.231287404597457,-0.13732343736645997,-0.5800039107659577
0.2284219022642477,-0.13542107225265937,-0.592145343095745
0.2256867842295171,-0.13356576851157878,-0.5999178375319152
0.2227973414890993,-0.13156986136520984,-0.6090754689468089
0.21978985348488492,-0.1294449911453565,-0.6211101377978727
0.21691521105610967,-0.12736800180618227,-0.6302525172872344
0.21419945614167302,-0.1253676101176623,-0.6394711564042557
0.21143620027614068,-0.12328875720390219,-0.6504974763723408
0.20874573184438072,-0.12122407113537716,-0.6586010031276599
0.20598996222579022,-0.11907366828011665,-0.6666587741063833
0.20339658836788183,-0.11702143020572012,-0.6722162957446812
0.20072451319969062,-0.11487710324373174,-0.6803045705744685
0.1981387478126753,-0.1127799507547046,-0.6825652991489366
0.19552867110914443,-0.11065655153812416,-0.683318875340426
0.1926531471165151,-0.10829542152238371,-0.6916466709361707
0.1898340094496167,-0.10592858373359386,-0.7051579883191494
0.18709801768305465,-0.10358615076895704,-0.7109550307234048
0.18428594968957748,-0.10114759724982042,-0.7178061777872347
0.1817806305174422,-0.09895497164460394,-0.7200669063617028
0.1792407963719435,-0.09672113044566928,-0.7227044230319155
0.17662147015591648,-0.09440105598214166,-0.7270705726808517
0.17408284862520224,-0.09213912719665021,-0.7285777250638305
0.17153258591205256,-0.08986922974687425,-0.7260192562659581
0.16869258929723832,-0.08733507334368419,-0.7310807626489368
0.1662268484737918,-0.08512447293014433,-0.7307039745531921
0.16376360870825057,-0.08291108737256304,-0.7333414912234049
0.16135305856336263,-0.08074504696059846,-0.7307039745531921
0.1588464914095869,-0.07850039871757686,-0.7299503983617027
0.156090490890255,-0.07602526605089371,-0.7335657600638303
0.15345155051347173,-0.07364418941218298,-0.7345865726276601
0.1507985142077654,-0.07125658729975456,-0.7309892510957452
0.14817410256912233,-0.06889120036987463,-0.7360784730851069
0.14561617554790027,-0.0665746768157488,-0.7357502290106388
0.1430578120080239,-0.06425756739219043,-0.7361603092021282
0.14031543260302676,-0.061767349460978165,-0.7383295262234048
0.1377727763589727,-0.05945695397649975,-0.736822373840426
0.1352530926282241,-0.05718269864909306,-0.7316721441489367
0.13285658273255632,-0.055027528164626055,-0.7331792965319154
0.1302527965317402,-0.05268573297430673,-0.731766443946809
0.1278149273971763,-0.05049710323029494,-0.7313896558510643
0.12539146682394264,-0.04831893406602551,-0.732896808234043
0.12301828427035588,-0.046190798664764464,-0.7291289272765962
0.1205346068997395,-0.04397368745557114,-0.7283753510851068
0.11815342174872197,-0.04185450820668906,-0.7261146225106386
0.1154112777239875,-0.03944902667279371,-0.7140647017340429
0.11273269746395137,-0.037155091689923134,-0.7023305613510642
0.11001365345722905,-0.034883801520311314,-0.6894965605319152
0.10711513017513538,-0.032539956198270784,-0.6704706890425535
0.10446187189437331,-0.03046204435325598,-0.6582987528617024
0.10164504544806685,-0.028315593877447,-0.6439881035106385
0.09878786104647337,-0.02621975881727097,-0.6217674100212768
0.09613799537686481,-0.024376934222265664,-0.5935516164042555
0.09335900822224732,-0.02257637334887526,-0.5562713706595747
0.0903721272398817,-0.020789726737404972,-0.5218663972553194
0.08731090485935683,-0.019095640300964802,-0.4890362439787236
0.08429200377821795,-0.017542094360921252,-0.4614924842340427
0.08115128291196269,-0.016030048061927846,-0.4358752961914895
0.07798470579064652,-0.014592194694259862,-0.41659444840425547
0.07487180777069495,-0.01325128900429382,-0.39688072993617035
0.07165158359513144,-0.011937976691371432,-0.3775998821489363
0.06840721770329805,-0.010688608258441852,-0.357572183851064
0.06500593554291038,-0.009454826323315457,-0.338386448744681
0.06160917856227202,-0.008294341809628855,-0.3200378938191491
0.0582899151707652,-0.0072239557723986925,-0.30385855591489375
